city,cloudiness,country,date,humidity,lat,lng,max_temp,wind_speed
Havre-Saint-Pierre,90,CA,1538150400,76,50.23,-63.6,48.2,6.93
Kahului,1,US,1538150400,97,20.89,-156.47,75.92,5.14
Billings,90,US,1538153580,85,45.79,-108.5,41.0,10.29
Saint-Augustin,75,CA,1538151180,72,45.63,-73.98,66.2,5.82
ChengDe,0,CN,1538154221,87,40.97,117.93,36.38,2.35
Mujiayingzi,56,CN,1538154221,77,42.12,118.78,36.11,5.26
Liverpool,20,CA,1538154221,92,44.04,-64.71,68.15,7.27
Ikot Ekpene,92,NG,1538154222,100,5.18,7.71,71.48,4.59
Quang Ngai,24,VN,1538154222,94,15.12,108.8,70.49,2.24
Ndende,64,GA,1538154222,96,-2.4,11.36,72.2,2.91
Poum,92,NC,1538154222,100,-20.23,164.02,72.83,20.69
Bibiani,68,GH,1538154223,83,6.45,-2.31,78.5,5.26
Irbit,76,RU,1538154223,79,57.67,63.06,44.21,11.74
Tianpeng,0,CN,1538154223,93,28.88,112.34,63.92,7.38
Mount Isa,0,AU,1538152200,36,-20.73,139.49,62.6,8.05
Naryan-Mar,88,RU,1538154223,100,67.67,53.09,40.7,6.15
Klyuchi,24,RU,1538154224,64,52.25,79.17,56.0,11.97
Srivardhan,32,IN,1538154224,97,18.03,73.02,76.7,1.68
Tucumcari,1,US,1538153580,34,35.17,-103.73,75.02,12.75
Puerto Berrio,0,CO,1538154215,74,6.49,-74.4,85.25,2.91
Misratah,76,LY,1538153954,84,32.38,15.09,75.08,21.47
Kannapolis,75,US,1538153640,74,35.49,-80.62,78.98,3.58
Lima,0,PE,1538154225,67,-12.06,-77.04,69.59,2.91
Norman Wells,75,CA,1538150400,83,65.28,-126.83,32.0,16.11
Bilibino,24,RU,1538154225,76,68.06,166.44,37.73,4.92
Kloulklubed,75,PW,1538150040,83,7.04,134.26,80.6,9.17
La Asuncion,20,VE,1538154000,55,11.03,-63.86,91.4,6.15
Tual,12,ID,1538154226,98,-5.67,132.75,81.02,14.88
Great Yarmouth,20,GB,1538153400,62,52.61,1.73,55.4,8.05
Celestun,32,MX,1538154226,98,20.87,-90.4,84.53,7.05
Vao,64,NC,1538154226,100,-22.67,167.48,69.41,21.81
Changli,8,CN,1538154227,90,30.54,105.42,56.9,2.8
Ibimirim,0,BR,1538154227,26,-8.54,-37.69,94.43,6.71
Pierrelatte,0,FR,1538152200,30,44.38,4.7,82.4,18.34
Corinto,40,NI,1538150400,66,12.48,-87.17,87.8,7.05
Mantua,12,CU,1538154227,94,22.29,-84.28,81.02,6.15
Santa Fe,75,CU,1538150100,70,23.13,-82.26,86.0,9.17
Souillac,40,MU,1538150400,69,-20.52,57.52,73.4,13.87
Wajir,40,KE,1538150400,51,1.75,40.07,86.0,3.36
Ramban,24,IN,1538154228,86,33.24,75.24,62.3,2.13
Muravlenko,36,RU,1538154228,59,63.79,74.5,58.52,22.93
Benguela,0,AO,1538154229,96,-12.58,13.4,70.49,2.68
Waipawa,80,NZ,1538154229,92,-39.94,176.59,41.06,5.59
Lamu,92,KE,1538154230,90,-2.27,40.9,77.42,16.22
Tourlaville,90,FR,1538153400,71,49.64,-1.57,59.0,11.41
Bambanglipuro,0,ID,1538154228,98,-7.95,110.28,63.2,2.46
Tanout,80,NE,1538154230,17,14.97,8.88,93.8,5.37
Saryg-Sep,8,RU,1538154230,83,51.49,95.55,35.12,2.46
Coihaique,90,CL,1538150400,76,-45.58,-72.07,51.8,3.36
Jieshi,8,CN,1538154231,94,22.82,115.83,79.22,14.99
Prince Rupert,90,CA,1538151780,100,54.32,-130.32,50.0,2.01
Alofi,75,NU,1538150400,78,-19.06,-169.92,73.4,10.29
Herat,0,AF,1538150100,14,34.35,62.22,71.6,19.46
Comodoro Rivadavia,40,AR,1538150400,42,-45.87,-67.48,66.2,12.75
Zhigansk,8,RU,1538154233,98,66.77,123.37,31.07,4.14
Makakilo City,90,US,1538152800,100,21.35,-158.09,78.98,9.17
Jacksonville,1,US,1538152500,52,30.33,-81.66,89.6,5.82
Mandi Bahauddin,64,PK,1538154113,84,32.58,73.49,73.37,2.68
Dakar,75,SN,1538150400,79,14.69,-17.45,87.8,6.93
Nagato,75,JP,1538152200,93,34.35,131.14,68.0,8.05
Baillif,75,GP,1538152200,66,16.02,-61.75,86.0,17.22
State College,90,US,1538151000,82,40.79,-77.86,60.98,5.82
Castanos,90,MX,1538149200,65,26.78,-101.42,77.0,3.58
Padang,20,ID,1538154234,100,-0.92,100.36,82.46,6.26
Konotop,0,UA,1538154234,76,51.24,33.21,56.36,11.52
Xiaoweizhai,64,CN,1538154234,92,26.23,107.51,58.88,2.91
Atambua,0,ID,1538154235,100,-9.11,124.89,74.9,5.7
Ulladulla,40,AU,1538150400,87,-35.36,150.48,51.8,6.93
Port Hedland,0,AU,1538152200,93,-20.31,118.58,66.2,3.36
Mercogliano,0,IT,1538151600,46,40.92,14.74,75.2,10.29
Owando,64,CG,1538154235,85,-0.49,15.91,79.58,2.35
Barra do Garcas,0,BR,1538150400,39,-15.89,-52.26,95.0,1.12
Esperance,0,AU,1538154236,71,-33.86,121.89,48.35,13.65
Arawa,20,PG,1538154236,100,-6.23,155.57,75.53,5.93
Santa Maria,20,CV,1538150400,62,16.6,-22.9,86.0,17.22
Puerto El Triunfo,20,SV,1538151840,66,13.27,-88.55,89.6,3.36
Letlhakane,80,BW,1538154236,43,-21.42,25.59,75.71,6.49
Aketi,0,CD,1538154237,97,2.74,23.78,71.93,2.24
Champerico,75,GT,1538150400,66,14.3,-91.92,86.0,4.7
Baykit,0,RU,1538154237,83,61.68,96.39,32.15,4.36
Adelaide,20,AU,1538152200,75,-34.93,138.6,44.6,4.7
Mookane,92,BW,1538154237,50,-23.68,26.66,79.13,0.89
Goma,88,CD,1538154237,100,-1.67,29.23,61.94,2.01
Bria,36,CF,1538154237,89,6.54,21.99,75.98,2.91
Datong,32,CN,1538154238,79,40.09,113.3,30.98,2.35
Yichun,36,CN,1538154238,82,47.72,128.88,37.82,2.35
Rosario,75,AR,1538150400,69,-32.96,-60.66,78.8,14.99
Senador Jose Porfirio,48,BR,1538154238,63,-2.59,-51.95,88.76,3.58
Schoningen,75,DE,1538153400,54,51.63,9.66,57.2,5.82
Mercedes,8,AR,1538154239,63,-29.18,-58.08,88.94,12.75
Carolina,0,BR,1538150400,39,-7.33,-47.47,96.8,4.7
High Level,75,CA,1538150400,86,58.52,-117.13,26.6,4.7
Pisco,0,PE,1538150400,30,-13.71,-76.2,71.6,8.05
Malyn,36,UA,1538152200,67,50.77,29.25,60.8,4.47
Baculin,20,PH,1538154240,92,7.45,126.58,78.23,6.93
Mildura,0,AU,1538154240,65,-34.18,142.16,43.94,10.63
Ilheus,0,BR,1538154240,90,-14.79,-39.05,80.48,8.72
Kamariotissa,20,GR,1538151600,52,40.48,25.47,66.2,8.05
Lac-Megantic,40,CA,1538152500,66,45.58,-70.88,59.0,3.36
Kapuskasing,75,CA,1538152560,75,49.42,-82.43,42.8,8.05
Shubarkuduk,0,KZ,1538154241,81,49.15,56.49,42.23,5.48
Koslan,68,RU,1538154129,96,63.46,48.9,39.98,3.69
Aswan,0,EG,1538150400,12,24.09,32.9,104.0,9.17
North Myrtle Beach,20,US,1538153760,59,33.83,-78.68,87.98,9.17
Mbengwi,80,CM,1538154241,100,6.0,10.01,63.2,2.13
Pankrushikha,0,RU,1538154242,60,53.83,80.35,55.55,11.86
Juneau,90,US,1538150160,100,58.3,-134.42,48.02,3.36
Saint-Francois,75,GP,1538152200,66,16.25,-61.27,86.0,17.22
Amga,64,RU,1538154243,67,60.89,131.98,34.76,6.15
Kaniama,12,CD,1538154243,67,-7.57,24.18,75.89,3.58
Turayf,40,SA,1538150400,40,31.68,38.65,86.0,5.82
Barra Patuca,76,HN,1538154243,100,15.8,-84.28,82.64,11.18
Bijie,88,CN,1538154244,96,27.3,105.3,53.93,2.46
Bay Roberts,90,CA,1538152200,87,47.58,-53.28,55.4,6.93
Damietta,0,EG,1538150400,74,31.42,31.81,82.4,10.29
Sayyan,0,YE,1538154244,21,15.17,44.32,59.33,5.93
Panama City,40,US,1538151480,90,30.16,-85.65,87.26,4.7
Mbandaka,48,CD,1538154245,86,0.05,18.26,78.23,3.69
Rivadavia,0,AR,1538154245,46,-31.53,-68.59,84.44,8.61
Khandyga,0,RU,1538154245,72,62.65,135.58,30.8,7.72
Egvekinot,76,RU,1538154245,99,66.32,-179.17,32.78,4.92
Tazovskiy,0,RU,1538154245,64,67.47,78.7,53.48,18.23
Teahupoo,20,PF,1538152200,73,-17.83,-149.27,71.6,4.7
Port Blair,0,IN,1538154246,100,11.67,92.75,83.72,1.57
Yorosso,8,ML,1538154246,67,12.35,-4.78,86.51,4.25
Nova Londrina,24,BR,1538154246,64,-22.76,-52.99,89.12,4.59
Salinas,0,BR,1538154246,26,-16.17,-42.29,92.18,4.7
Husavik,40,IS,1538150400,54,66.04,-17.34,53.6,25.28
Pochutla,90,MX,1538149500,88,15.74,-96.47,78.8,17.22
Frunze,0,UA,1538154247,82,46.83,29.88,54.56,7.05
Labuhan,0,ID,1538154247,86,-2.54,115.51,71.66,2.24
Gizo,80,SB,1538154248,100,-8.1,156.84,80.84,18.9
Saint-Joseph,0,RE,1538152200,64,-21.37,55.62,71.6,23.04
Yatou,68,CN,1538154248,84,33.81,104.32,48.62,1.45
Sambava,88,MG,1538154248,100,-14.27,50.17,74.18,18.45
Hatvan,0,HU,1538152200,52,47.67,19.67,64.4,3.36
Catuday,44,PH,1538154249,100,16.29,119.81,79.22,3.36
Nanakuli,75,US,1538152800,100,21.39,-158.15,78.98,8.05
Conceicao do Araguaia,32,BR,1538154078,100,-8.26,-49.26,81.83,5.59
Nusaybin,0,TR,1538154000,2,37.08,41.21,84.2,13.87
Dharchula,0,IN,1538154250,73,29.85,80.53,48.8,1.68
Foz,44,ES,1538154250,96,43.57,-7.26,67.16,13.76
Cherdyn,92,RU,1538154251,99,60.4,56.48,41.06,7.94
Kango,64,GA,1538154251,78,0.19,10.1,79.94,5.37
Baiyin,0,CN,1538150400,87,36.55,104.13,42.8,4.47
Fort-Shevchenko,24,KZ,1538154251,100,44.51,50.26,56.63,4.03
Bowen,75,AU,1538150400,93,-20.01,148.25,62.6,5.82
Magadan,90,RU,1538150400,93,59.56,150.8,51.8,15.66
Mongo,0,TD,1538154252,74,12.18,18.69,79.94,2.68
Havre,90,US,1538153580,100,48.55,-109.68,37.04,3.36
Fort Nelson,75,CA,1538150400,92,58.81,-122.69,30.2,2.24
Redding,1,US,1538150040,44,40.59,-122.39,66.92,2.24
Andenes,40,NO,1538153400,69,69.31,16.12,37.4,8.05
