city,cloudiness,country,date,humidity,lat,lng,max_temp,wind_speed
Uyo,76,NG,1540435573,100,5.03,7.92,73.94,3.42
Garchitorena,80,PH,1540435573,88,13.88,123.7,82.35,11.48
Artyom,0,AZ,1540432800,64,40.47,50.33,69.8,16.11
Mehriz,0,IR,1540432800,30,31.58,54.44,59.0,4.7
Diego de Almagro,0,CL,1540435573,87,-26.39,-70.05,52.93,1.97
Baykit,80,RU,1540435574,81,61.68,96.39,24.12,4.76
Teeli,0,RU,1540435574,71,51.01,90.2,15.4,2.42
Udachnyy,80,RU,1540435574,89,66.42,112.4,19.94,3.2
Mecca,44,SA,1540435574,69,21.43,39.83,72.55,5.77
Kenai,1,US,1540432560,93,60.55,-151.26,46.4,10.29
Toba,20,JP,1540432800,43,34.47,136.83,69.8,11.41
Krasnovishersk,56,RU,1540435574,98,60.4,57.08,37.85,9.35
Mizdah,92,LY,1540435574,90,31.45,12.98,60.08,6.67
Callaguip,75,PH,1540432800,66,18.07,120.49,87.8,4.7
Sinjar,80,IQ,1540435575,86,36.32,41.88,60.4,11.03
Cranbrook,40,CA,1540432800,88,49.51,-115.76,41.0,4.7
Parit Raja,75,MY,1540432800,83,1.87,103.11,84.2,2.24
Indramayu,48,ID,1540435575,98,-4.05,103.78,76.06,2.64
Aswan,0,EG,1540435575,54,24.09,32.9,65.3,2.75
Bar-le-Duc,90,FR,1540434600,93,48.77,5.16,53.6,2.24
San Rafael,88,AR,1540435576,45,-34.61,-68.33,58.19,2.19
Kholodnyy,92,RU,1540435576,83,62.72,147.95,19.94,2.98
Colac,56,AU,1540435576,53,-38.34,143.59,64.85,3.65
Wanning,44,CN,1540435576,94,18.8,110.4,82.18,9.01
Karatau,0,KZ,1540435576,50,43.18,70.46,39.29,5.32
Libertador General San Martin,75,AR,1540432800,82,-23.81,-64.79,68.0,2.24
Isiro,92,CD,1540435580,99,2.77,27.62,66.25,2.42
Cap Malheureux,40,MU,1540432800,82,-19.98,57.61,68.0,2.24
Monterey,1,US,1540434900,55,36.6,-121.89,64.4,4.7
Niort,0,FR,1540434600,93,46.32,-0.46,53.6,6.93
Kamiiso,40,JP,1540432800,42,41.82,140.65,62.6,14.99
Aklavik,20,CA,1540432800,86,68.22,-135.01,28.4,6.93
Tual,76,ID,1540435581,100,-5.67,132.75,82.67,5.88
Humberto de Campos,0,BR,1540435581,92,-2.6,-43.46,81.0,18.97
Coquimbo,0,CL,1540432800,82,-29.95,-71.34,55.4,2.24
Iralaya,8,HN,1540435582,93,15.0,-83.23,79.02,5.77
Peniche,0,PT,1540434600,72,39.36,-9.38,60.8,2.24
Hami,0,CN,1540435582,54,42.84,93.51,41.27,10.58
Bermeo,0,ES,1540434600,100,43.42,-2.72,48.2,4.7
Roma,0,AU,1540435582,43,-26.57,148.79,90.59,4.99
Pacifica,1,US,1540434900,87,37.61,-122.49,69.8,6.93
Dir,12,PK,1540435583,67,35.21,71.88,29.07,1.74
Lagos,0,PT,1540434600,82,37.1,-8.67,64.4,6.93
Vestmannaeyjar,0,IS,1540435582,100,63.44,-20.27,34.2,14.16
Tangshan,68,CN,1540435583,55,39.63,118.17,68.54,10.36
Starychi,90,UA,1540432800,80,49.97,23.55,39.2,13.42
Sungaipenuh,64,ID,1540435583,83,-2.08,101.38,75.29,1.63
Flinders,40,AU,1540432800,56,-34.58,150.85,69.8,12.75
Polunochnoye,64,RU,1540435583,90,60.87,60.43,33.26,6.22
Yar-Sale,0,RU,1540435584,100,66.83,70.83,19.62,11.59
Ust-Ishim,8,RU,1540435584,78,57.69,71.17,34.88,8.01
Durban,0,ZA,1540435584,99,-29.86,31.03,70.3,10.92
Zapolyarnyy,75,RU,1540434000,92,69.43,30.82,30.2,3.36
Margate,0,ZA,1540435584,87,-30.86,30.37,65.7,7.45
Upata,0,VE,1540435584,77,8.02,-62.41,75.83,6.67
Oriximina,0,BR,1540435479,57,-1.77,-55.87,86.27,6.22
Lincoln,92,AR,1540435585,92,-34.87,-61.53,52.16,5.21
Sorland,92,NO,1540435585,100,67.67,12.69,44.2,20.98
Maragogi,92,BR,1540435585,97,-9.01,-35.22,74.57,5.21
Buraydah,40,SA,1540432800,73,26.33,43.97,73.4,3.36
Pueblo,90,US,1540432680,100,38.25,-104.61,46.4,6.93
Carutapera,0,BR,1540435586,82,-1.2,-46.02,80.65,9.8
Zhangjiakou,92,CN,1540435586,96,40.77,114.88,41.9,5.77
Almendralejo,0,ES,1540435586,84,38.68,-6.41,49.01,2.86
Mezen,68,RU,1540435469,93,65.85,44.24,28.0,2.64
Kazanskaya,100,RU,1540435586,98,45.41,40.44,54.23,7.67
Oil City,20,US,1540432920,80,41.43,-79.71,37.4,2.3
George,8,ZA,1540435587,91,-33.96,22.46,63.32,3.09
Eureka,90,US,1540432500,100,40.8,-124.16,51.8,5.82
Tessalit,0,ML,1540435587,37,20.2,1.01,67.91,7.23
Morro Bay,1,US,1540432560,72,35.37,-120.85,71.6,10.29
Yankton,90,US,1540432560,62,42.87,-97.4,51.8,8.05
Prieska,0,ZA,1540435588,44,-29.67,22.74,49.46,2.64
Mareeba,75,AU,1540434600,38,-16.99,145.42,89.6,18.34
Pacific Grove,1,US,1540432500,72,36.62,-121.92,64.4,5.82
Mubi,20,NG,1540435588,80,10.27,13.26,68.18,2.75
Murray Bridge,12,AU,1540435588,71,-35.12,139.28,65.84,10.02
Erenhot,0,CN,1540435589,50,43.65,111.97,35.65,26.8
Lahij,56,YE,1540435589,90,13.06,44.88,67.82,2.75
Taltal,0,CL,1540435589,94,-25.41,-70.49,51.57,0.4
Svetlaya,12,RU,1540435589,95,46.54,138.33,51.26,11.25
Dunda,0,TZ,1540435589,64,-8.12,34.25,60.85,8.34
Oswego,1,US,1540433700,71,37.17,-95.11,57.2,4.7
Santa Barbara,8,MX,1540435590,93,27.12,-108.72,65.3,1.52
Grindavik,40,IS,1540432800,100,63.84,-22.43,32.0,11.41
Venice,1,US,1540433700,73,27.1,-82.45,75.2,11.41
Powell River,90,CA,1540432800,87,49.84,-124.52,53.6,9.17
Huarmey,20,PE,1540435590,87,-10.07,-78.15,54.41,3.76
Linares,80,MX,1540435590,99,24.86,-99.57,59.85,2.08
Harnosand,76,SE,1540434000,100,62.63,17.94,32.0,2.24
Platanos,40,GR,1540434000,93,35.47,23.6,60.8,6.93
Simao,92,CN,1540435591,100,22.76,100.79,63.23,2.42
Bama,0,NG,1540435591,70,11.52,13.69,72.95,2.42
Kendari,0,ID,1540435591,51,-3.99,122.52,92.07,2.19
Salvador,20,BR,1540432800,83,-12.98,-38.48,78.8,9.17
Matadi,92,CD,1540435591,100,-5.83,13.46,72.23,2.75
Changji,48,CN,1540435591,91,32.07,116.17,67.91,4.21
Masterton,56,NZ,1540435368,59,-40.95,175.66,63.0,18.19
Broken Hill,0,AU,1540435592,36,-31.97,141.45,86.36,4.99
Manbij,75,SY,1540434000,100,36.53,37.96,57.2,6.93
Sogne,0,NO,1540434000,61,58.08,7.82,50.0,9.17
Romanovskaya,92,RU,1540435592,99,47.54,42.02,54.72,13.82
San Angelo,90,US,1540434240,100,31.46,-100.44,53.6,4.7
Lerwick,76,GB,1540434000,87,60.15,-1.15,48.2,24.16
Vardo,75,NO,1540434000,100,70.37,31.11,33.8,5.82
Zonguldak,92,TR,1540435593,100,41.25,31.83,50.5,8.9
Chippewa Falls,1,US,1540434900,74,44.94,-91.39,39.2,5.82
Tawang,0,IN,1540435593,22,27.58,91.87,44.78,1.19
Baiyin,40,CN,1540432800,44,36.55,104.13,41.0,8.95
Richards Bay,0,ZA,1540435579,90,-28.77,32.06,57.56,5.21
Challans,90,FR,1540434600,100,46.85,-1.88,53.6,6.93
Hualmay,36,PE,1540435594,93,-11.1,-77.61,55.81,5.44
Valparaiso,75,CL,1540432800,87,-33.04,-71.63,55.4,5.82
Matamoros,40,MX,1540431780,78,25.53,-103.23,71.6,3.2
Wasilla,1,US,1540432560,61,61.58,-149.44,46.4,5.82
Sisimiut,64,GL,1540435594,100,66.94,-53.67,-6.34,2.98
Innisfail,0,AU,1540435594,39,-17.52,146.03,83.3,7.9
Lengshuitan,48,CN,1540435594,100,26.41,111.6,68.18,3.76
Cajazeiras,0,BR,1540435339,45,-6.89,-38.56,81.05,12.26
Colchester,0,GB,1540434000,93,51.89,0.9,42.8,4.7
Port Hardy,90,CA,1540432800,93,50.7,-127.42,50.0,19.46
Enid,90,US,1540433700,100,36.4,-97.88,53.6,4.7
Tanout,0,NE,1540435595,35,14.97,8.88,67.06,2.98
Praya,75,ID,1540434600,66,-8.71,116.27,84.2,10.29
Manavalakurichi,75,IN,1540434600,88,8.13,77.3,78.8,4.7
Novaya Ladoga,64,RU,1540435596,96,60.11,32.31,34.7,5.77
Tocopilla,36,CL,1540435596,100,-22.09,-70.2,56.84,3.98
Espanola,48,CA,1540435596,100,46.27,-81.77,27.86,2.64
Pangai,90,TO,1540432800,88,-19.8,-174.35,75.2,11.41
Camacupa,88,AO,1540435596,81,-12.02,17.48,58.28,5.32
Muros,0,ES,1540434600,100,42.77,-9.06,44.6,1.12
Iskateley,48,RU,1540435597,100,67.68,53.15,24.71,6.22
Sakaiminato,40,JP,1540432800,49,35.55,133.23,68.0,5.82
Lunsar,0,SL,1540435597,95,8.69,-12.54,73.94,2.42
Shelburne,90,CA,1540434480,100,44.08,-80.2,37.4,2.24
Beringovskiy,68,RU,1540435597,100,63.05,179.32,31.6,29.37
Bad Waldsee,75,DE,1540434000,87,47.92,9.75,50.0,5.82
Arak,12,IR,1540435598,92,34.1,49.69,37.9,3.42
Bilibino,32,RU,1540435598,71,68.06,166.44,3.2,2.86
Ugoofaaru,68,MV,1540435598,100,5.67,73.0,81.1,4.76
Kosh-Agach,0,RU,1540435598,68,49.99,88.66,13.6,3.31
Acapulco,5,MX,1540431660,78,16.86,-99.88,82.4,8.05
Tokmak,92,UA,1540435598,99,47.26,35.7,42.12,7.78
